Age,Gender,Education_Level,Job_Title,Years_of_Experience,Experience_categories,Salary
32,Male,Masters,Product Manager,7,Mid-Level,110000
25,Female,Masters,Software Engineer,2,Intermediate,60000
37,Male,Bachelors,Data Analyst,11,Senior,160000
28,Male,Bachelors,Software Engineer,4,Intermediate,75000
41,Female,PhD,Director of Data Science,16,Senior,200000
34,Male,Masters,Data Analyst,8,Mid-Level,100000
24,Female,Bachelors,Software Developer,2,Intermediate,55000
36,Male,PhD,Senior Data Scientist,12,Senior,170000
30,Female,Bachelors,Software Engineer,5,Intermediate,90000
29,Male,Bachelors,Front End Developer,4,Intermediate,80000
42,Male,Masters,Product Manager,14,Senior,180000
26,Male,Bachelors,Software Developer,2,Intermediate,60000
35,Female,Masters,Data Analyst,9,Mid-Level,120000
27,Female,Bachelors,Software Engineer,3,Intermediate,70000
48,Male,PhD,Director of Data Science,18,Senior,210000
34,Male,Masters,Data Scientist,9,Mid-Level,140000
23,Female,Bachelors,Software Engineer,1,Fresher,50000
34,Female,Bachelors,Full Stack Engineer,8,Mid-Level,122485
25,Male,PhD,Software Engineer Manager,12,Senior,169159
43,Male,Masters,Senior Software Engineer,21,Senior,187081
53,Other,High School,Senior Project Engineer,31,Senior,166109
27,Female,Masters,Front end Developer,5,Intermediate,78354
25,Male,Bachelors,Back end Developer,2,Intermediate,90249
29,Female,Masters,Senior Software Engineer,6,Mid-Level,132720
52,Male,PhD,Software Engineer Manager,23,Senior,161568
41,Male,Masters,Front end Developer,13,Senior,127346
49,Female,Bachelors,Back end Developer,19,Senior,120177
25,Other,High School,Full Stack Engineer,2,Intermediate,69032
35,Male,Masters,Senior Project Engineer,8,Mid-Level,101332
57,Female,PhD,Full Stack Engineer,30,Senior,121450
35,Female,Bachelors,Senior Project Engineer,12,Senior,166375
43,Male,Masters,Senior Software Engineer,21,Senior,185119
37,Female,Bachelors,Full Stack Engineer,10,Mid-Level,149217
50,Male,Masters,Software Engineer Manager,21,Senior,166512
52,Female,Masters,Senior Software Engineer,28,Senior,186963
26,Male,Bachelors,Back end Developer,3,Intermediate,75072
34,Female,Masters,Full Stack Engineer,10,Mid-Level,163398
30,Male,High School,Senior Project Engineer,11,Senior,103947
60,Female,PhD,Software Engineer Manager,33,Senior,179180
50,Male,Bachelors,Back end Developer,23,Senior,175966
58,Male,Masters,Senior Software Engineer,27,Senior,190004
35,Female,Masters,Full Stack Engineer,10,Mid-Level,152039
28,Male,Masters,Front end Developer,5,Intermediate,76742
57,Female,PhD,Software Engineer Manager,33,Senior,191790
46,Female,Bachelors,Senior Software Engineer,20,Senior,139398
28,Male,High School,Back end Developer,7,Mid-Level,95845
34,Male,Masters,Full Stack Engineer,12,Senior,160976
33,Female,Masters,Senior Project Engineer,9,Mid-Level,126753
37,Other,Masters,Full Stack Engineer,14,Senior,161393
33,Male,Masters,Senior Software Engineer,8,Mid-Level,139817
53,Male,PhD,Software Engineer Manager,25,Senior,181714
35,Female,Bachelors,Back end Developer,10,Mid-Level,114776
30,Male,Masters,Full Stack Engineer,6,Mid-Level,105725
24,Female,High School,Senior Project Engineer,1,Fresher,52731
36,Male,Masters,Front end Developer,8,Mid-Level,106492
27,Female,Bachelors,Full Stack Engineer,4,Intermediate,73895
23,Male,PhD,Software Engineer Manager,1,Fresher,119836
28,Female,Masters,Senior Software Engineer,5,Intermediate,99747
52,Male,Bachelors,Back end Developer,25,Senior,168287
28,Female,Masters,Full Stack Engineer,7,Mid-Level,115920
32,Male,Masters,Senior Project Engineer,11,Senior,128078
24,Female,Bachelors,Front end Developer,1,Fresher,51265
43,Male,High School,Senior Software Engineer,22,Senior,165919
60,Female,PhD,Software Engineer Manager,34,Senior,188651
24,Male,Masters,Back end Developer,0,Fresher,55538
55,Male,Bachelors,Senior Project Engineer,28,Senior,193964
29,Female,Masters,Full Stack Engineer,4,Intermediate,104702
44,Male,PhD,Software Engineer Manager,19,Senior,172955
40,Female,Masters,Senior Software Engineer,16,Senior,138032
27,Male,Bachelors,Back end Developer,4,Intermediate,82683
43,Male,Masters,Full Stack Engineer,17,Senior,155414
49,Female,High School,Senior Project Engineer,25,Senior,154207
30,Male,Masters,Front end Developer,8,Mid-Level,107895
42,Female,Bachelors,Senior Software Engineer,18,Senior,148446
26,Male,Masters,Full Stack Engineer,4,Intermediate,102859
41,Female,PhD,Software Engineer Manager,13,Senior,138662
46,Male,Bachelors,Senior Project Engineer,23,Senior,181699
57,Female,Masters,Full Stack Engineer,33,Senior,188232
22,Female,High School,Back end Developer,0,Fresher,51832
54,Male,PhD,Software Engineer Manager,28,Senior,188484
42,Female,Masters,Senior Software Engineer,16,Senior,138286
49,Male,Bachelors,Full Stack Engineer,22,Senior,181132
27,Female,Masters,Back end Developer,4,Intermediate,73938
36,Male,Bachelors,Senior Project Engineer,14,Senior,119224
31,Female,Masters,Full Stack Engineer,6,Mid-Level,101186
39,Male,Masters,Software Engineer Manager,14,Senior,142360
41,Female,Bachelors,Senior Project Engineer,20,Senior,151315
48,Male,PhD,Full Stack Engineer,23,Senior,181021
39,Female,Masters,Senior Software Engineer,15,Senior,134641
48,Male,Bachelors,Front end Developer,23,Senior,173851
31,Other,High School,Back end Developer,8,Mid-Level,104127
47,Male,Masters,Senior Project Engineer,25,Senior,178859
29,Female,PhD,Full Stack Engineer,5,Intermediate,98568
32,Male,Bachelors,Software Engineer Manager,9,Mid-Level,104661
38,Female,Masters,Senior Software Engineer,13,Senior,134858
34,Male,Bachelors,Back end Developer,10,Mid-Level,94502
23,Other,High School,Front end Developer,2,Intermediate,62852
34,Female,Bachelors,Full Stack Engineer,8,Mid-Level,122485
25,Male,PhD,Software Engineer Manager,12,Senior,169159
43,Male,Masters,Senior Software Engineer,21,Senior,187081
53,Other,High School,Senior Project Engineer,31,Senior,166109
27,Female,Masters,Front end Developer,5,Intermediate,78354
25,Male,Bachelors,Back end Developer,2,Intermediate,90249
29,Female,Masters,Senior Software Engineer,6,Mid-Level,132720
52,Male,PhD,Software Engineer Manager,23,Senior,161568
41,Male,Masters,Front end Developer,13,Senior,127346
49,Female,Bachelors,Back end Developer,19,Senior,120177
25,Other,High School,Full Stack Engineer,2,Intermediate,69032
35,Male,Masters,Senior Project Engineer,8,Mid-Level,101332
57,Female,PhD,Full Stack Engineer,30,Senior,121450
35,Female,Bachelors,Senior Project Engineer,12,Senior,166375
43,Male,Masters,Senior Software Engineer,21,Senior,185119
37,Female,Bachelors,Full Stack Engineer,10,Mid-Level,149217
50,Male,Masters,Software Engineer Manager,21,Senior,166512
52,Female,Masters,Senior Software Engineer,28,Senior,186963
26,Male,Bachelors,Back end Developer,3,Intermediate,75072
34,Female,Masters,Full Stack Engineer,10,Mid-Level,163398
30,Male,High School,Senior Project Engineer,11,Senior,103947
60,Female,PhD,Software Engineer Manager,33,Senior,179180
50,Male,Bachelors,Back end Developer,23,Senior,175966
58,Male,Masters,Senior Software Engineer,27,Senior,190004
35,Female,Masters,Full Stack Engineer,10,Mid-Level,152039
28,Male,Masters,Front end Developer,5,Intermediate,76742
57,Female,PhD,Software Engineer Manager,33,Senior,191790
46,Female,Bachelors,Senior Software Engineer,20,Senior,139398
28,Male,High School,Back end Developer,7,Mid-Level,95845
34,Male,Masters,Full Stack Engineer,12,Senior,160976
33,Female,Masters,Senior Project Engineer,9,Mid-Level,126753
37,Other,Masters,Full Stack Engineer,14,Senior,161393
33,Male,Masters,Senior Software Engineer,8,Mid-Level,139817
53,Male,PhD,Software Engineer Manager,25,Senior,181714
35,Female,Bachelors,Back end Developer,10,Mid-Level,114776
30,Male,Masters,Full Stack Engineer,6,Mid-Level,105725
24,Female,High School,Senior Project Engineer,1,Fresher,52731
36,Male,Masters,Front end Developer,8,Mid-Level,106492
27,Female,Bachelors,Full Stack Engineer,4,Intermediate,73895
23,Male,PhD,Software Engineer Manager,1,Fresher,119836
28,Female,Masters,Senior Software Engineer,5,Intermediate,99747
52,Male,Bachelors,Back end Developer,25,Senior,168287
28,Female,Masters,Full Stack Engineer,7,Mid-Level,115920
32,Male,Masters,Senior Project Engineer,11,Senior,128078
24,Female,Bachelors,Front end Developer,1,Fresher,51265
43,Male,High School,Senior Software Engineer,22,Senior,165919
60,Female,PhD,Software Engineer Manager,34,Senior,188651
24,Male,Masters,Back end Developer,0,Fresher,55538
55,Male,Bachelors,Senior Project Engineer,28,Senior,193964
29,Female,Masters,Full Stack Engineer,4,Intermediate,104702
44,Male,PhD,Software Engineer Manager,19,Senior,172955
40,Female,Masters,Senior Software Engineer,16,Senior,138032
27,Male,Bachelors,Back end Developer,4,Intermediate,82683
43,Male,Masters,Full Stack Engineer,17,Senior,155414
49,Female,High School,Senior Project Engineer,25,Senior,154207
30,Male,Masters,Front end Developer,8,Mid-Level,107895
42,Female,Bachelors,Senior Software Engineer,18,Senior,148446
26,Male,Masters,Full Stack Engineer,4,Intermediate,102859
41,Female,PhD,Software Engineer Manager,13,Senior,138662
46,Male,Bachelors,Senior Project Engineer,23,Senior,181699
57,Female,Masters,Full Stack Engineer,33,Senior,188232
22,Female,High School,Back end Developer,0,Fresher,51832
54,Male,PhD,Software Engineer Manager,28,Senior,188484
42,Female,Masters,Senior Software Engineer,16,Senior,138286
49,Male,Bachelors,Full Stack Engineer,22,Senior,181132
27,Female,Masters,Back end Developer,4,Intermediate,73938
36,Male,Bachelors,Senior Project Engineer,14,Senior,119224
31,Female,Masters,Full Stack Engineer,6,Mid-Level,101186
39,Male,Masters,Software Engineer Manager,14,Senior,142360
41,Female,Bachelors,Senior Project Engineer,20,Senior,151315
48,Male,PhD,Full Stack Engineer,23,Senior,181021
39,Female,Masters,Senior Software Engineer,15,Senior,134641
48,Male,Bachelors,Front end Developer,23,Senior,173851
31,Other,High School,Back end Developer,8,Mid-Level,104127
47,Male,Masters,Senior Project Engineer,25,Senior,178859
29,Female,PhD,Full Stack Engineer,5,Intermediate,98568
32,Male,Bachelors,Software Engineer Manager,9,Mid-Level,104661
38,Female,Masters,Senior Software Engineer,13,Senior,134858
34,Male,Bachelors,Back end Developer,10,Mid-Level,94502
23,Other,High School,Front end Developer,2,Intermediate,62852
36,Male,Bachelors,Front end Developer,14,Senior,139095
30,Female,Masters,Senior Project Engineer,5,Intermediate,106278
28,Male,Masters,Full Stack Engineer,4,Intermediate,90452
46,Female,PhD,Software Engineer Manager,23,Senior,168304
34,Male,Bachelors,Back end Developer,10,Mid-Level,126593
44,Male,Masters,Senior Software Engineer,19,Senior,152203
55,Female,PhD,Software Engineer Manager,30,Senior,183138
35,Male,Masters,Full Stack Engineer,9,Mid-Level,130275
54,Male,Bachelors,Senior Project Engineer,29,Senior,191915
23,Female,High School,Back end Developer,2,Intermediate,62807
46,Male,Masters,Senior Software Engineer,21,Senior,174305
33,Female,Bachelors,Full Stack Engineer,9,Mid-Level,133326
26,Male,Masters,Front end Developer,4,Intermediate,75656
43,Female,PhD,Software Engineer Manager,19,Senior,155944
36,Male,Masters,Full Stack Engineer,11,Senior,137775
23,Female,Bachelors,Senior Project Engineer,0,Fresher,51831
49,Male,Masters,Software Engineer Manager,22,Senior,182237
35,Female,Masters,Full Stack Engineer,10,Mid-Level,151901
31,Male,Bachelors,Back end Developer,8,Mid-Level,100052
54,Other,High School,Senior Software Engineer,29,Senior,158254
43,Male,Masters,Full Stack Engineer,20,Senior,167207
33,Female,Masters,Senior Project Engineer,10,Mid-Level,112439
52,Female,PhD,Software Engineer Manager,29,Senior,194214
28,Male,Bachelors,Full Stack Engineer,5,Intermediate,84407
36,Female,Masters,Senior Software Engineer,13,Senior,139413
43,Male,Bachelors,Senior Project Engineer,20,Senior,143084
50,Female,Masters,Full Stack Engineer,25,Senior,192344
24,Male,PhD,Software Engineer Manager,1,Fresher,106132
52,Male,Masters,Senior Software Engineer,26,Senior,184816
46,Female,Bachelors,Back end Developer,19,Senior,150248
38,Male,Masters,Full Stack Engineer,15,Senior,170995
29,Male,Bachelors,Senior Project Engineer,6,Mid-Level,88035
33,Female,Masters,Front end Developer,10,Mid-Level,119419
47,Male,PhD,Software Engineer Manager,21,Senior,173582
45,Female,Masters,Senior Software Engineer,23,Senior,174436
28,Male,Bachelors,Back end Developer,4,Intermediate,71699
42,Female,Masters,Full Stack Engineer,14,Senior,163558
46,Male,Bachelors,Senior Project Engineer,24,Senior,166828
38,Female,PhD,Software Engineer Manager,15,Senior,144496
54,Male,Masters,Senior Software Engineer,31,Senior,193746
33,Female,Masters,Full Stack Engineer,8,Mid-Level,122581
27,Male,High School,Back end Developer,4,Intermediate,79767
50,Female,Bachelors,Senior Project Engineer,25,Senior,177177
26,Male,Masters,Full Stack Engineer,4,Intermediate,89843
31,Female,Masters,Senior Software Engineer,6,Mid-Level,113563
35,Male,Bachelors,Front end Developer,10,Mid-Level,128712
44,Female,PhD,Software Engineer Manager,18,Senior,161621
32,Male,Masters,Senior Project Engineer,8,Mid-Level,121454
54,Male,Bachelors,Full Stack Engineer,25,Senior,179987
26,Female,Masters,Front end Developer,3,Intermediate,72649
23,Male,PhD,Software Engineer Manager,0,Fresher,52612
48,Female,Masters,Senior Software Engineer,24,Senior,184006
38,Male,Bachelors,Back end Developer,12,Senior,131960
30,Female,Masters,Full Stack Engineer,5,Intermediate,102465
40,Male,Masters,Software Engineer Manager,16,Senior,149748
45,Female,Bachelors,Senior Project Engineer,22,Senior,171036
36,Male,Masters,Full Stack Engineer,13,Senior,146351
52,Male,PhD,Software Engineer Manager,26,Senior,185462
31,Female,Bachelors,Senior Software Engineer,7,Mid-Level,107718
26,Male,Masters,Full Stack Engineer,4,Intermediate,90944
30,Female,Masters,Senior Project Engineer,5,Intermediate,100425
24,Male,Bachelors,Back end Developer,2,Intermediate,63901
45,Male,Masters,Senior Software Engineer,22,Senior,181902
33,Female,Masters,Full Stack Engineer,9,Mid-Level,136533
38,Male,Bachelors,Front end Developer,11,Senior,136285
54,Female,PhD,Software Engineer Manager,31,Senior,191818
42,Male,Masters,Full Stack Engineer,19,Senior,176643
28,Female,Bachelors,Senior Project Engineer,4,Intermediate,70022
30,Male,Masters,Front end Developer,6,Mid-Level,99363
43,Female,Masters,Senior Software Engineer,19,Senior,152944
35,Male,Bachelors,Back end Developer,10,Mid-Level,123386
44,Male,Masters,Full Stack Engineer,21,Senior,168906
55,Female,Bachelors,Senior Project Engineer,30,Senior,183020
23,Male,High School,Front end Developer,1,Fresher,47898
39,Female,Masters,Senior Software Engineer,14,Senior,135853
43,Male,Bachelors,Full Stack Engineer,17,Senior,149198
29,Male,PhD,Software Engineer Manager,6,Mid-Level,106662
51,Male,Masters,Senior Software Engineer,28,Senior,186610
30,Female,Bachelors,Senior Project Engineer,6,Mid-Level,89995
26,Male,Masters,Full Stack Engineer,4,Intermediate,85825
39,Female,PhD,Software Engineer Manager,13,Senior,143814
49,Male,Masters,Front end Developer,24,Senior,174726
42,Female,Bachelors,Senior Software Engineer,20,Senior,150534
27,Male,Bachelors,Back end Developer,4,Intermediate,68732
43,Male,Masters,Full Stack Engineer,21,Senior,187951
37,Female,Bachelors,Senior Project Engineer,13,Senior,137336
51,Male,PhD,Software Engineer Manager,26,Senior,191159
29,Female,Masters,Full Stack Engineer,5,Intermediate,102868
43,Male,Bachelors,Senior Software Engineer,20,Senior,154281
31,Male,Masters,Back end Developer,8,Mid-Level,111535
30,Female,Masters,Senior Project Engineer,6,Mid-Level,107906
36,Male,Bachelors,Full Stack Engineer,13,Senior,143885
52,Female,PhD,Software Engineer Manager,27,Senior,180958
28,Male,Masters,Senior Software Engineer,6,Mid-Level,108607
49,Male,Bachelors,Back end Developer,24,Senior,178284
27,Female,Masters,Front end Developer,4,Intermediate,75969
41,Male,Masters,Senior Project Engineer,15,Senior,143705
56,Female,PhD,Software Engineer Manager,31,Senior,197354
46,Male,Bachelors,Senior Software Engineer,22,Senior,174324
32,Female,Masters,Full Stack Engineer,8,Mid-Level,123781
38,Male,PhD,Software Engineer Manager,12,Senior,141735
52,Male,Masters,Senior Project Engineer,28,Senior,187120
24,Female,Bachelors,Back end Developer,1,Fresher,61095
49,Male,Masters,Full Stack Engineer,22,Senior,179045
35,Female,Masters,Senior Software Engineer,10,Mid-Level,130355
31,Male,Bachelors,Front end Developer,7,Mid-Level,103282
44,Female,PhD,Software Engineer Manager,18,Senior,157872
33,Male,Masters,Senior Project Engineer,10,Mid-Level,117314
54,Male,Bachelors,Senior Software Engineer,30,Senior,186321
33,Female,Masters,Full Stack Engineer,11,Senior,129686
27,Male,High School,Back end Developer,3,Intermediate,68611
51,Female,Masters,Senior Project Engineer,25,Senior,177913
26,Male,Masters,Full Stack Engineer,3,Intermediate,68472
31,Female,Masters,Senior Software Engineer,6,Mid-Level,113065
35,Male,Bachelors,Front end Developer,9,Mid-Level,125091
